Date,Open,High,Low,Close,Volume,Symbol
2010-03-02,5823.55,5857.7,5797.95,5848.7,0,NIFTY_IT
2010-03-03,5885.15,5913.15,5848.9,5896.7,0,NIFTY_IT
2010-03-04,5906.3,5906.3,5799.45,5833.6,0,NIFTY_IT
2010-03-05,5834.05,5863.05,5815.55,5843.2,0,NIFTY_IT
2010-03-08,5843.45,5905.8,5843.45,5882.7,0,NIFTY_IT
2010-03-09,5903.85,5968.1,5880.45,5925.1,0,NIFTY_IT
2010-03-10,5926.3,5947.7,5881.95,5897.85,0,NIFTY_IT
2010-03-11,5900.0,5980.05,5900.0,5960.05,0,NIFTY_IT
2010-03-12,5977.15,5987.9,5933.15,5960.65,0,NIFTY_IT
2010-03-15,5980.65,6052.05,5906.5,6038.45,0,NIFTY_IT
2010-03-16,6059.2,6119.7,6021.9,6102.75,0,NIFTY_IT
2010-03-17,6094.0,6174.3,6094.0,6143.0,0,NIFTY_IT
2010-03-18,6155.75,6185.0,6129.75,6174.7,0,NIFTY_IT
2010-03-19,6189.6,6189.6,6132.7,6145.45,0,NIFTY_IT
2010-03-22,6086.25,6162.3,6085.15,6128.75,0,NIFTY_IT
2010-03-23,6174.55,6176.4,6123.15,6142.7,0,NIFTY_IT
2010-03-25,6137.55,6220.05,6128.05,6201.2,0,NIFTY_IT
2010-03-26,6223.5,6223.5,6135.0,6151.9,0,NIFTY_IT
2010-03-29,6133.65,6140.9,6039.85,6050.95,0,NIFTY_IT
2010-03-30,6033.15,6042.85,5908.15,5917.75,0,NIFTY_IT
2010-03-31,5947.6,5967.55,5842.3,5855.95,0,NIFTY_IT
2010-04-01,5861.45,5994.25,5861.45,5984.0,0,NIFTY_IT
2010-04-05,5992.8,6017.35,5933.3,5993.9,0,NIFTY_IT
2010-04-06,6001.6,6003.65,5924.0,5934.8,0,NIFTY_IT
2010-04-07,5947.85,5947.85,5871.95,5920.05,0,NIFTY_IT
2010-04-08,5892.1,5994.3,5892.1,5950.0,0,NIFTY_IT
2010-04-09,5959.25,6013.3,5943.65,5950.7,0,NIFTY_IT
2010-04-12,5969.1,5985.9,5916.85,5963.8,0,NIFTY_IT
2010-04-13,6041.5,6163.15,5905.15,6141.15,0,NIFTY_IT
2010-04-15,6141.6,6230.6,6126.7,6171.75,0,NIFTY_IT
2010-04-16,6141.85,6194.6,6117.55,6142.85,0,NIFTY_IT
2010-04-19,6123.55,6123.55,6026.6,6064.25,0,NIFTY_IT
2010-04-20,6117.05,6117.05,5990.15,6000.0,0,NIFTY_IT
2010-04-21,6036.55,6050.4,5976.6,6004.6,0,NIFTY_IT
2010-04-22,5990.45,6087.45,5977.95,6017.2,0,NIFTY_IT
2010-04-23,6055.6,6072.3,6001.85,6016.15,0,NIFTY_IT
2010-04-26,6034.5,6059.85,6024.1,6040.0,0,NIFTY_IT
2010-04-27,6034.8,6045.5,6015.7,6037.75,0,NIFTY_IT
2010-04-28,6014.65,6014.65,5939.5,5949.65,0,NIFTY_IT
2010-04-29,5949.8,5961.65,5899.35,5938.55,0,NIFTY_IT
2010-04-30,5947.85,6021.75,5914.7,5985.8,0,NIFTY_IT
2010-05-03,5946.4,5958.3,5901.85,5930.0,0,NIFTY_IT
2010-05-04,5955.3,5958.6,5855.85,5871.8,0,NIFTY_IT
2010-05-05,5811.9,5956.6,5771.55,5932.0,0,NIFTY_IT
2010-05-06,5925.25,5925.25,5835.4,5867.9,0,NIFTY_IT
2010-05-07,5811.7,5818.25,5712.25,5726.6,0,NIFTY_IT
2010-05-10,5780.8,5901.5,5772.9,5890.9,0,NIFTY_IT
2010-05-11,5900.0,5900.0,5805.35,5834.35,0,NIFTY_IT
2010-05-12,5838.15,5911.85,5820.55,5876.25,0,NIFTY_IT
2010-05-13,5900.05,5951.05,5887.95,5922.6,0,NIFTY_IT
2010-05-14,5913.65,5972.35,5801.9,5839.75,0,NIFTY_IT
2010-05-17,5827.4,5827.4,5673.0,5744.55,0,NIFTY_IT
2010-05-18,5796.2,5796.2,5686.5,5754.7,0,NIFTY_IT
2010-05-19,5742.4,5762.3,5641.3,5663.1,0,NIFTY_IT
2010-05-20,5708.75,5714.25,5642.75,5659.9,0,NIFTY_IT
2010-05-21,5618.1,5639.65,5554.0,5606.45,0,NIFTY_IT
2010-05-24,5622.7,5702.45,5622.65,5638.5,0,NIFTY_IT
2010-05-25,5592.35,5592.35,5446.8,5488.1,0,NIFTY_IT
2010-05-26,5528.8,5702.35,5528.8,5674.4,0,NIFTY_IT
2010-05-27,5671.6,5740.9,5623.3,5713.6,0,NIFTY_IT
2010-05-28,5721.2,5792.25,5709.05,5783.6,0,NIFTY_IT
2010-05-31,5852.35,5852.35,5704.2,5761.95,0,NIFTY_IT
2010-06-01,5762.05,5764.05,5679.1,5688.3,0,NIFTY_IT
2010-06-02,5688.8,5757.1,5688.8,5738.45,0,NIFTY_IT
2010-06-03,5804.25,5854.95,5800.1,5839.65,0,NIFTY_IT
2010-06-04,5844.3,5894.35,5799.85,5884.3,0,NIFTY_IT
2010-06-07,5783.6,5801.15,5732.25,5785.85,0,NIFTY_IT
2010-06-08,5786.15,5821.55,5727.35,5740.7,0,NIFTY_IT
2010-06-09,5744.55,5765.3,5658.85,5670.4,0,NIFTY_IT
2010-06-10,5668.15,5747.05,5668.15,5735.1,0,NIFTY_IT
2010-06-11,5776.0,5801.5,5714.7,5739.25,0,NIFTY_IT
2010-06-14,5778.85,5965.2,5778.85,5945.25,0,NIFTY_IT
2010-06-15,5914.35,5959.2,5899.35,5916.75,0,NIFTY_IT
2010-06-16,5961.35,5994.3,5942.65,5969.9,0,NIFTY_IT
2010-06-17,5985.15,5996.75,5912.8,5975.9,0,NIFTY_IT
2010-06-18,5975.05,6064.0,5970.55,6006.95,0,NIFTY_IT
2010-06-21,6018.3,6071.75,6018.3,6037.25,0,NIFTY_IT
2010-06-22,6004.8,6010.75,5953.4,5958.55,0,NIFTY_IT
2010-06-23,5930.45,6016.35,5924.7,6007.65,0,NIFTY_IT
2010-06-24,6005.2,6023.1,5958.45,6014.6,0,NIFTY_IT
2010-06-25,6001.15,6001.15,5908.05,5921.75,0,NIFTY_IT
2010-06-28,5929.5,5990.45,5929.5,5979.6,0,NIFTY_IT
2010-06-29,5968.5,5968.5,5892.3,5934.15,0,NIFTY_IT
2010-06-30,5877.8,5949.6,5837.0,5928.3,0,NIFTY_IT
2010-07-01,5893.65,5893.65,5842.65,5861.25,0,NIFTY_IT
2010-07-02,5869.2,5869.2,5800.4,5836.3,0,NIFTY_IT
2010-07-05,5837.55,5876.75,5832.15,5862.6,0,NIFTY_IT
2010-07-06,5860.9,5975.65,5859.7,5959.55,0,NIFTY_IT
2010-07-07,5957.55,5964.45,5921.45,5954.4,0,NIFTY_IT
2010-07-08,5980.05,6069.3,5980.05,6041.3,0,NIFTY_IT
2010-07-09,6064.75,6123.1,6064.75,6108.4,0,NIFTY_IT
2010-07-12,6129.3,6196.4,6128.65,6185.65,0,NIFTY_IT
2010-07-13,6150.2,6150.2,5996.5,6028.05,0,NIFTY_IT
2010-07-14,6058.45,6063.85,5936.55,5952.45,0,NIFTY_IT
2010-07-15,5953.75,5997.25,5950.5,5985.5,0,NIFTY_IT
2010-07-16,6013.2,6094.35,6013.2,6086.1,0,NIFTY_IT
2010-07-19,6044.0,6107.2,6020.6,6072.8,0,NIFTY_IT
2010-07-20,6089.3,6091.75,6042.4,6052.5,0,NIFTY_IT
2010-07-21,6060.8,6102.0,6060.8,6097.45,0,NIFTY_IT
2010-07-22,6076.2,6084.65,6026.75,6076.25,0,NIFTY_IT
2010-07-23,6134.7,6134.7,6086.2,6100.4,0,NIFTY_IT
2010-07-26,6103.9,6141.9,6103.9,6131.35,0,NIFTY_IT
2010-07-27,6145.6,6187.3,6142.0,6168.65,0,NIFTY_IT
2010-07-28,6166.05,6176.7,6132.65,6161.4,0,NIFTY_IT
2010-07-29,6146.05,6165.4,6140.85,6152.35,0,NIFTY_IT
2010-07-30,6139.25,6144.25,6045.6,6086.85,0,NIFTY_IT
2010-08-02,6102.1,6129.9,6088.1,6104.35,0,NIFTY_IT
2010-08-03,6118.2,6132.2,6056.65,6077.0,0,NIFTY_IT
2010-08-04,6102.75,6297.1,6102.75,6274.2,0,NIFTY_IT
2010-08-05,6280.5,6344.35,6280.5,6288.7,0,NIFTY_IT
2010-08-06,6289.0,6333.1,6241.8,6259.9,0,NIFTY_IT
2010-08-09,6233.8,6320.2,6218.65,6306.85,0,NIFTY_IT
2010-08-10,6297.6,6297.6,6196.15,6216.0,0,NIFTY_IT
2010-08-11,6213.6,6233.4,6143.75,6161.3,0,NIFTY_IT
2010-08-12,6111.95,6111.95,6057.05,6091.05,0,NIFTY_IT
2010-08-13,6096.75,6162.8,6080.25,6116.7,0,NIFTY_IT
2010-08-16,6086.8,6126.4,6067.4,6086.85,0,NIFTY_IT
2010-08-17,6068.8,6119.2,6035.1,6059.5,0,NIFTY_IT
2010-08-18,6082.35,6207.8,6082.35,6184.4,0,NIFTY_IT
2010-08-19,6208.9,6216.55,6159.85,6183.9,0,NIFTY_IT
2010-08-20,6163.45,6163.45,6104.2,6128.6,0,NIFTY_IT
2010-08-23,6131.55,6190.85,6123.9,6178.95,0,NIFTY_IT
2010-08-24,6161.45,6161.45,6107.6,6117.6,0,NIFTY_IT
2010-08-25,6116.05,6151.2,6098.95,6109.95,0,NIFTY_IT
2010-08-26,6124.2,6131.6,6088.75,6116.15,0,NIFTY_IT
2010-08-27,6116.05,6116.05,5984.4,6005.9,0,NIFTY_IT
2010-08-30,6034.7,6057.9,5927.2,5971.25,0,NIFTY_IT
2010-08-31,5936.5,5987.8,5908.7,5974.9,0,NIFTY_IT
2010-09-01,5975.05,6093.6,5974.6,6086.45,0,NIFTY_IT
2010-09-02,6140.25,6140.25,6040.75,6055.2,0,NIFTY_IT
2010-09-03,6063.55,6133.85,6063.5,6076.1,0,NIFTY_IT
2010-09-06,6125.6,6198.05,6125.6,6184.45,0,NIFTY_IT
2010-09-07,6189.95,6268.3,6166.5,6253.65,0,NIFTY_IT
2010-09-08,6212.4,6296.3,6191.0,6287.7,0,NIFTY_IT
2010-09-09,6273.45,6316.2,6265.15,6302.0,0,NIFTY_IT
2010-09-13,6308.6,6382.45,6308.6,6358.15,0,NIFTY_IT
2010-09-14,6404.1,6474.1,6397.9,6441.75,0,NIFTY_IT
2010-09-15,6447.85,6617.7,6447.85,6602.0,0,NIFTY_IT
2010-09-16,6575.15,6575.15,6437.4,6447.25,0,NIFTY_IT
2010-09-17,6475.1,6550.95,6465.65,6477.85,0,NIFTY_IT
2010-09-20,6488.2,6541.95,6488.2,6528.45,0,NIFTY_IT
2010-09-21,6553.75,6685.8,6527.25,6673.3,0,NIFTY_IT
2010-09-22,6678.35,6679.05,6553.7,6594.6,0,NIFTY_IT
2010-09-23,6572.1,6608.3,6528.05,6596.4,0,NIFTY_IT
2010-09-24,6579.2,6647.85,6553.5,6634.7,0,NIFTY_IT
2010-09-27,6654.7,6661.65,6587.25,6600.75,0,NIFTY_IT
2010-09-28,6584.85,6600.55,6540.6,6560.5,0,NIFTY_IT
2010-09-29,6586.25,6662.9,6533.8,6578.6,0,NIFTY_IT
2010-09-30,6583.75,6645.55,6532.15,6613.4,0,NIFTY_IT
2010-10-01,6616.15,6768.6,6585.35,6759.15,0,NIFTY_IT
2010-10-04,6780.7,6866.8,6710.7,6733.35,0,NIFTY_IT
2010-10-05,6720.15,6788.6,6720.1,6732.8,0,NIFTY_IT
2010-10-06,6759.15,6814.4,6738.1,6776.85,0,NIFTY_IT
2010-10-07,6759.25,6769.25,6660.2,6681.45,0,NIFTY_IT
2010-10-08,6699.2,6720.8,6643.4,6710.65,0,NIFTY_IT
2010-10-11,6743.15,6757.75,6672.05,6716.25,0,NIFTY_IT
2010-10-12,6718.2,6750.2,6686.55,6724.15,0,NIFTY_IT
2010-10-13,6753.9,6936.15,6731.25,6924.75,0,NIFTY_IT
2010-10-14,6946.7,7053.45,6932.35,6952.8,0,NIFTY_IT
2010-10-15,7031.4,7036.1,6704.15,6730.1,0,NIFTY_IT
2010-10-18,6760.4,6834.9,6650.7,6814.0,0,NIFTY_IT
2010-10-19,6804.0,6807.6,6649.5,6663.0,0,NIFTY_IT
2010-10-20,6651.1,6720.1,6628.6,6652.3,0,NIFTY_IT
2010-10-21,6645.75,6722.45,6614.35,6715.3,0,NIFTY_IT
2010-10-22,6717.65,6830.15,6717.65,6777.1,0,NIFTY_IT
2010-10-25,6785.7,6827.1,6737.5,6751.8,0,NIFTY_IT
2010-10-26,6742.45,6770.45,6709.45,6736.85,0,NIFTY_IT
2010-10-27,6720.3,6731.45,6648.8,6663.65,0,NIFTY_IT
2010-10-28,6674.9,6739.6,6592.25,6632.55,0,NIFTY_IT
2010-10-29,6666.45,6666.45,6554.4,6613.25,0,NIFTY_IT
2010-11-01,6637.7,6717.2,6637.7,6670.0,0,NIFTY_IT
2010-11-02,6674.3,6723.75,6637.95,6712.7,0,NIFTY_IT
2010-11-03,6721.85,6783.55,6701.75,6721.25,0,NIFTY_IT
2010-11-04,6762.6,6834.85,6761.5,6818.65,0,NIFTY_IT
2010-11-05,6848.0,6863.75,6830.45,6841.15,0,NIFTY_IT
2010-11-08,6847.95,6847.95,6711.8,6723.6,0,NIFTY_IT
2010-11-09,6759.9,6837.4,6744.95,6811.7,0,NIFTY_IT
2010-11-10,6800.65,6891.55,6780.25,6851.55,0,NIFTY_IT
2010-11-11,6851.35,6853.9,6751.9,6762.7,0,NIFTY_IT
2010-11-12,6739.1,6753.75,6644.7,6663.2,0,NIFTY_IT
2010-11-15,6676.6,6752.35,6635.95,6733.0,0,NIFTY_IT
2010-11-16,6715.6,6719.15,6561.4,6608.3,0,NIFTY_IT
2010-11-18,6676.45,6691.6,6594.05,6631.0,0,NIFTY_IT
2010-11-19,6615.9,6632.8,6482.8,6503.5,0,NIFTY_IT
2010-11-22,6519.7,6696.8,6519.7,6666.55,0,NIFTY_IT
2010-11-23,6639.5,6687.15,6532.1,6619.85,0,NIFTY_IT
2010-11-24,6626.65,6636.65,6514.7,6540.75,0,NIFTY_IT
2010-11-25,6559.2,6739.6,6559.2,6617.9,0,NIFTY_IT
2010-11-26,6631.45,6694.25,6590.75,6615.4,0,NIFTY_IT
2010-11-29,6659.55,6711.5,6638.9,6688.9,0,NIFTY_IT
2010-11-30,6645.0,6745.65,6602.95,6703.6,0,NIFTY_IT
2010-12-01,6690.2,6744.3,6690.2,6723.3,0,NIFTY_IT
2010-12-02,6751.8,6844.15,6715.5,6827.6,0,NIFTY_IT
2010-12-03,6833.65,6906.55,6833.65,6856.65,0,NIFTY_IT
2010-12-06,6870.25,6951.45,6865.15,6890.55,0,NIFTY_IT
2010-12-07,6890.1,6957.9,6881.0,6932.3,0,NIFTY_IT
2010-12-08,6913.0,6913.1,6818.25,6850.9,0,NIFTY_IT
2010-12-09,6873.6,6928.85,6834.35,6843.75,0,NIFTY_IT
2010-12-10,6827.4,6882.8,6799.65,6869.1,0,NIFTY_IT
2010-12-13,6872.1,6896.5,6744.3,6886.1,0,NIFTY_IT
2010-12-14,6907.0,6955.95,6852.3,6935.5,0,NIFTY_IT
2010-12-15,6920.45,7034.45,6920.45,7024.65,0,NIFTY_IT
2010-12-16,7048.9,7221.65,7037.9,7211.8,0,NIFTY_IT
2010-12-20,7136.95,7363.95,7136.95,7332.05,0,NIFTY_IT
2010-12-21,7340.5,7380.1,7301.0,7325.7,0,NIFTY_IT
2010-12-22,7323.75,7342.15,7270.35,7302.95,0,NIFTY_IT
2010-12-23,7325.15,7360.35,7307.45,7339.6,0,NIFTY_IT
2010-12-24,7289.7,7378.1,7287.0,7353.65,0,NIFTY_IT
2010-12-27,7339.75,7407.75,7339.75,7364.1,0,NIFTY_IT
2010-12-28,7355.85,7400.9,7355.85,7387.25,0,NIFTY_IT
2010-12-29,7388.45,7446.5,7374.85,7426.6,0,NIFTY_IT
2010-12-30,7429.15,7512.1,7429.15,7503.65,0,NIFTY_IT
2010-12-31,7484.8,7511.05,7436.15,7491.1,0,NIFTY_IT
2011-01-03,7503.95,7524.6,7463.8,7492.45,0,NIFTY_IT
2011-01-04,7500.3,7560.65,7499.55,7512.3,0,NIFTY_IT
2011-01-05,7489.75,7547.15,7479.65,7508.0,0,NIFTY_IT
2011-01-06,7544.7,7566.6,7484.25,7545.95,0,NIFTY_IT
2011-01-07,7533.7,7591.9,7311.3,7333.8,0,NIFTY_IT
2011-01-10,7343.3,7418.2,7264.75,7317.45,0,NIFTY_IT
2011-01-11,7233.55,7369.35,7131.5,7194.5,0,NIFTY_IT
2011-01-12,7247.35,7356.25,7195.15,7324.05,0,NIFTY_IT
2011-01-13,7198.85,7202.4,7044.8,7063.95,0,NIFTY_IT
2011-01-14,7043.65,7219.8,7043.65,7068.2,0,NIFTY_IT
2011-01-17,7057.55,7197.5,7049.8,7178.2,0,NIFTY_IT
2011-01-18,7209.55,7378.05,7209.55,7360.85,0,NIFTY_IT
2011-01-19,7349.45,7353.6,7231.15,7267.1,0,NIFTY_IT
2011-01-20,7222.9,7373.6,7207.8,7353.75,0,NIFTY_IT
2011-01-21,7302.7,7305.3,7228.8,7249.8,0,NIFTY_IT
2011-01-24,7232.6,7312.75,7207.65,7295.1,0,NIFTY_IT
2011-01-25,7283.3,7327.1,7220.4,7242.5,0,NIFTY_IT
2011-01-27,7256.5,7256.5,7132.9,7146.55,0,NIFTY_IT
2011-01-28,7159.55,7220.45,7005.9,7065.35,0,NIFTY_IT
2011-01-31,6990.75,6995.1,6884.9,6971.25,0,NIFTY_IT
2011-02-01,6992.0,6999.75,6824.75,6898.65,0,NIFTY_IT
2011-02-02,6964.4,7063.3,6928.9,6961.65,0,NIFTY_IT
2011-02-03,6978.75,7061.8,6928.55,6998.9,0,NIFTY_IT
2011-02-04,6965.65,7001.4,6824.2,6850.65,0,NIFTY_IT
2011-02-07,6916.85,6920.35,6839.8,6861.25,0,NIFTY_IT
2011-02-08,6879.55,6915.45,6830.75,6847.5,0,NIFTY_IT
2011-02-09,6825.15,6867.15,6759.05,6828.9,0,NIFTY_IT
2011-02-10,6799.5,6811.85,6697.3,6720.45,0,NIFTY_IT
2011-02-11,6667.25,6742.75,6624.05,6719.65,0,NIFTY_IT
2011-02-14,6727.45,6888.1,6724.4,6869.05,0,NIFTY_IT
2011-02-15,6872.8,6892.1,6782.15,6855.05,0,NIFTY_IT
2011-02-16,6831.15,6884.85,6800.4,6862.1,0,NIFTY_IT
2011-02-17,6895.6,6916.55,6857.0,6893.3,0,NIFTY_IT
2011-02-18,6911.35,6957.25,6805.15,6832.05,0,NIFTY_IT
2011-02-21,6831.05,7026.15,6784.2,7014.1,0,NIFTY_IT
2011-02-22,6958.35,7029.6,6900.4,6966.8,0,NIFTY_IT
2011-02-23,6906.85,6923.65,6846.45,6856.7,0,NIFTY_IT
2011-02-24,6803.9,6827.8,6683.75,6706.45,0,NIFTY_IT
2011-02-25,6723.8,6728.2,6599.75,6679.8,0,NIFTY_IT
2011-02-28,6688.55,6918.7,6628.05,6666.3,0,NIFTY_IT
2011-03-01,6714.6,6853.75,6671.55,6831.45,0,NIFTY_IT
2011-03-03,6779.05,6814.2,6706.55,6786.8,0,NIFTY_IT
2011-03-04,6859.85,6894.7,6793.65,6810.55,0,NIFTY_IT
2011-03-07,6754.7,6794.6,6703.1,6747.05,0,NIFTY_IT
2011-03-08,6730.3,6898.35,6722.85,6871.7,0,NIFTY_IT
2011-03-09,6879.95,6914.2,6809.0,6861.9,0,NIFTY_IT
2011-03-10,6851.65,6851.65,6775.45,6827.7,0,NIFTY_IT
2011-03-11,6780.4,6798.5,6692.7,6722.25,0,NIFTY_IT
2011-03-14,6683.05,6831.05,6676.9,6822.0,0,NIFTY_IT
2011-03-15,6686.05,6738.5,6630.9,6689.05,0,NIFTY_IT
2011-03-16,6689.25,6776.9,6689.25,6733.3,0,NIFTY_IT
2011-03-17,6651.65,6690.8,6624.4,6633.85,0,NIFTY_IT
2011-03-18,6631.95,6662.4,6536.3,6552.65,0,NIFTY_IT
2011-03-21,6578.9,6581.2,6489.65,6504.85,0,NIFTY_IT
2011-03-22,6530.75,6564.15,6506.2,6533.95,0,NIFTY_IT
2011-03-23,6525.5,6601.4,6505.3,6595.65,0,NIFTY_IT
2011-03-24,6605.9,6669.8,6604.0,6660.55,0,NIFTY_IT
2011-03-25,6751.95,6960.45,6732.85,6930.65,0,NIFTY_IT
2011-03-28,6901.15,6938.7,6857.2,6912.35,0,NIFTY_IT
2011-03-29,6903.95,7026.15,6902.65,6983.25,0,NIFTY_IT
2011-03-30,6993.2,7061.8,6986.3,7010.05,0,NIFTY_IT
2011-03-31,7021.45,7192.35,7021.45,7148.1,0,NIFTY_IT
2011-04-01,7136.8,7174.9,7084.5,7109.85,0,NIFTY_IT
2011-04-04,7130.25,7281.35,7130.25,7267.85,0,NIFTY_IT
2011-04-05,7265.5,7324.1,7188.35,7313.8,0,NIFTY_IT
2011-04-06,7305.75,7344.9,7242.3,7270.85,0,NIFTY_IT
2011-04-07,7249.75,7249.75,7190.3,7215.4,0,NIFTY_IT
2011-04-08,7205.6,7249.0,7136.5,7168.8,0,NIFTY_IT
2011-04-11,7107.5,7207.5,7099.2,7157.85,0,NIFTY_IT
2011-04-13,7106.2,7328.75,7089.5,7306.1,0,NIFTY_IT
2011-04-15,7297.9,7298.25,6824.05,6842.15,0,NIFTY_IT
2011-04-18,6764.4,6852.45,6638.3,6651.05,0,NIFTY_IT
2011-04-19,6650.3,6703.2,6619.1,6668.45,0,NIFTY_IT
2011-04-20,6745.8,6825.6,6745.8,6818.15,0,NIFTY_IT
2011-04-21,6859.8,6899.35,6762.65,6780.85,0,NIFTY_IT
2011-04-25,6778.45,6856.55,6773.35,6834.4,0,NIFTY_IT
2011-04-26,6825.95,6853.65,6775.65,6825.35,0,NIFTY_IT
2011-04-27,6817.9,6832.25,6792.55,6809.1,0,NIFTY_IT
2011-04-28,6807.75,6815.45,6718.6,6729.75,0,NIFTY_IT
2011-04-29,6722.8,6752.1,6680.65,6718.35,0,NIFTY_IT
2011-05-02,6740.55,6772.4,6697.2,6715.65,0,NIFTY_IT
2011-05-03,6711.25,6755.2,6620.0,6644.7,0,NIFTY_IT
2011-05-04,6641.3,6641.3,6516.9,6576.5,0,NIFTY_IT
2011-05-05,6577.8,6583.65,6484.85,6506.55,0,NIFTY_IT
2011-05-06,6530.65,6658.6,6530.65,6627.0,0,NIFTY_IT
2011-05-09,6645.15,6656.35,6554.85,6620.3,0,NIFTY_IT
2011-05-10,6616.45,6686.5,6568.8,6596.75,0,NIFTY_IT
2011-05-11,6601.75,6677.05,6601.75,6650.45,0,NIFTY_IT
2011-05-12,6618.0,6644.2,6559.7,6569.2,0,NIFTY_IT
2011-05-13,6569.2,6668.15,6565.45,6609.55,0,NIFTY_IT
2011-05-16,6601.05,6615.9,6558.4,6564.05,0,NIFTY_IT
2011-05-17,6547.75,6622.25,6541.2,6562.5,0,NIFTY_IT
2011-05-18,6572.9,6640.15,6527.35,6582.55,0,NIFTY_IT
2011-05-19,6620.45,6620.45,6580.0,6594.25,0,NIFTY_IT
2011-05-20,6609.65,6637.05,6576.7,6615.4,0,NIFTY_IT
2011-05-23,6586.65,6595.85,6534.1,6566.85,0,NIFTY_IT
2011-05-24,6552.6,6587.55,6537.05,6557.6,0,NIFTY_IT
2011-05-25,6538.05,6538.05,6402.8,6457.4,0,NIFTY_IT
2011-05-26,6478.65,6488.85,6410.95,6450.45,0,NIFTY_IT
2011-05-27,6444.95,6517.15,6444.95,6507.6,0,NIFTY_IT
2011-05-30,6538.5,6540.5,6481.2,6515.9,0,NIFTY_IT
2011-05-31,6533.45,6604.4,6525.1,6538.5,0,NIFTY_IT
2011-06-01,6544.8,6619.75,6544.8,6604.05,0,NIFTY_IT
2011-06-02,6535.75,6593.0,6530.0,6573.2,0,NIFTY_IT
2011-06-03,6574.6,6633.15,6555.5,6562.05,0,NIFTY_IT
2011-06-06,6549.35,6624.6,6519.9,6610.45,0,NIFTY_IT
2011-06-07,6592.25,6711.2,6592.25,6696.45,0,NIFTY_IT
2011-06-08,6684.1,6701.85,6652.2,6672.6,0,NIFTY_IT
2011-06-09,6670.95,6682.35,6642.05,6659.35,0,NIFTY_IT
2011-06-10,6664.65,6689.75,6633.9,6653.45,0,NIFTY_IT
2011-06-13,6631.25,6661.85,6592.9,6650.6,0,NIFTY_IT
2011-06-14,6656.7,6682.25,6655.85,6671.35,0,NIFTY_IT
2011-06-15,6650.3,6654.4,6581.95,6595.2,0,NIFTY_IT
2011-06-16,6582.25,6582.25,6474.0,6480.75,0,NIFTY_IT
2011-06-17,6481.7,6485.5,6336.85,6357.1,0,NIFTY_IT
